CTA BANCARIA;SALDO TRANSPORTE;DATA;No.LANCTO;No.DOCTO;TIPO MOVTO;DEBITO;CREDITO;FAVORECIDO;HISTORICO;SALDO;CTA ORCTO;VALOR;UNIDADE
22.768-61                     ;  103.007,63;28/03/2013;000217;10;debito bancario          ;      736,26;            ;SECRETARIA DA RECEITA FEDERAL DO BRASIL.               ;REF. a NF 2803                                                                                                          ;  139.351,26;000108 Cofins s/ Faturamento                             ;      140,18;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;        5,15;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,47;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;       18,78;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,96;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;        4,93;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;      404,87;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;       12,74;001;Taubaté
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;       12,22;002;São José
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;        7,36;002;São José
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;        3,09;002;São José
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,18;002;São José
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;      109,19;002;São José
;;;;;;;;;;;000108 Cofins s/ Faturamento                             ;       14,14;002;São José
22.768-61                     ;  103.007,63;28/03/2013;000218;10;debito bancario          ;   26.531,78;            ;FBV ALUGUEL                                            ;REF. a NF 2803                                                                                                          ;  112.819,48;000111 Alugueis (Tté e SJC)                              ;      159,19;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      663,29;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      390,02;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;       15,92;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      151,23;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;   15.361,90;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      981,68;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    8.808,55;002;São José
22.768-61                     ;  103.007,63;28/03/2013;000219;10;debito bancario          ;      130,00;            ;SINDHOSP SIND HOSP DO ESTADO DE SP                     ;REF. a NF 2803                                                                                                          ;  112.689,48;000028 Sindicatos                                        ;      130,00;001;Taubaté
22.768-61                     ;  103.007,63;28/03/2013;000220;10;debito bancario          ;    8.320,66;            ;SINDHOSP SIND HOSP DO ESTADO DE SP                     ;REF. a NF 2803                                                                                                          ;  104.368,82;000028 Sindicatos                                        ;    8.320,66;001;Taubaté
22.768-61                     ;  103.007,63;28/03/2013;000221;17;TED CREDITO              ;            ;   34.000,00;TED ENTRE CONTAS                                       ;                                                                                                                        ;  138.368,82;;;;
22.768-61                     ;  103.007,63;28/03/2013;000222;11;CREDITO (CLIENTE)        ;            ;   20.114,36;MEDISERVICE ADM. DE PLANOS SAÚDE LTDA                  ;REF. a NF 647/NFE                                                                                                       ;  158.483,18;;;;
22.768-61                     ;  103.007,63;28/03/2013;000223;10;debito bancario          ;    1.881,60;            ;J C LEANDRO TRANSPORTES ME                             ;REF. a NF 24 CHEQUE 490000                                                                                              ;  156.601,58;000012 Transportes de pacientes                          ;    1.881,60;001;Taubaté
22.768-61                     ;  103.007,63;28/03/2013;000224;16;despesas bancárias       ;        4,05;            ;DESPESA BANCARIA                                       ;                                                                                                                        ;  156.597,53;000117 Despesas Bancárias (tarifas)                      ;        4,05;001;Taubaté
22.768-61                     ;  103.007,63;28/03/2013;000225;10;debito bancario          ;        0,65;            ;ARREDOMDAMENTO DO SISTEMA                              ;                                                                                                                        ;  156.596,88;000117 Despesas Bancárias (tarifas)                      ;        0,65;001;Taubaté
