CTA ORCTO;No.DOCTO;PARCELA;FORNECEDOR;VENCTO;PAGTO;VALOR;C.CUSTO;UNIDADE
00051 Estoque Hemo - MEDICAMENTOS                       ;21188   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;14/03/2013;14/03/2013;    3.920,00;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21142   ;003;58.430.828/0001-60   BLAUSIEGEL INDUSTRIA E COMERCIO LTDA         ;17/03/2013;18/03/2013;    3.183,84;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21320   ;001;58.430.828/0001-60   BLAUSIEGEL INDUSTRIA E COMERCIO LTDA         ;17/03/2013;18/03/2013;    1.910,00;002001 Hemodialise                                       ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21496   ;001;01.310.222/0001-73   CIRURGICA MAFRA LTDA.                        ;18/03/2013;18/03/2013;      389,00;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21092   ;004;04.307.650/0001-35   ONCO PROD DIST.PRODUTO HOSP E ONCOLOGIA LTDA ;20/03/2013;20/03/2013;    1.331,76;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21188   ;002;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;21/03/2013;21/03/2013;    3.920,00;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21558   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;23/03/2013;25/03/2013;    1.073,92;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21188   ;003;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;28/03/2013;28/03/2013;    3.920,00;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21561   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;29/03/2013;28/03/2013;      300,40;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00051 Estoque Hemo - MEDICAMENTOS                       ;21653   ;001;04.307.650/0001-35   ONCO PROD DIST.PRODUTO HOSP E ONCOLOGIA LTDA ;31/03/2013;28/03/2013;    1.010,46;002001 Hemodialise                                       ;001 Taubaté
00053 Estoque Material Limpeza                          ;21139   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;01/03/2013;01/03/2013;      282,60;002001 Hemodialise                                       ;001 Taubaté
00053 Estoque Material Limpeza                          ;21495   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;01/03/2013;01/03/2013;    4.540,73;002001 Hemodialise                                       ;001 Taubaté
00053 Estoque Material Limpeza                          ;21322   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;05/03/2013;05/03/2013;    1.505,18;002001 Hemodialise                                       ;001 Taubaté
00053 Estoque Material Limpeza                          ;21103   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;08/03/2013;08/03/2013;    4.861,08;002001 Hemodialise                                       ;001 Taubaté
00053 Estoque Material Limpeza                          ;21098   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;11/03/2013;11/03/2013;    1.377,08;002001 Hemodialise                                       ;001 Taubaté
00061 Imob. Computadores e Periféricos                  ;21654   ;001;05570714000159       KABUM S/A                                    ;15/03/2013;15/03/2013;      599,00;002001 Hemodialise                                       ;001 Taubaté
00061 Imob. Computadores e Periféricos                  ;21746   ;001;05570714000159       KABUM S/A                                    ;22/03/2013;22/03/2013;    1.324,15;002001 Hemodialise                                       ;001 Taubaté
00065 Convênio Médico                                   ;21528   ;001;33.041.062/0001-09   SUL AMEIRCA CIA NACIONAL DE SEGUROS          ;05/03/2013;05/03/2013;    4.913,47;003001 Administracao                                     ;001 Taubaté
00065 Convênio Médico                                   ;21501   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;      166,57;001001 Laboratorio Hemo                                  ;002 São José
00065 Convênio Médico                                   ;21501   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;    2.886,68;002001 Hemodialise                                       ;002 São José
00065 Convênio Médico                                   ;21501   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;    1.292,74;003001 Administracao                                     ;002 São José
00065 Convênio Médico                                   ;21501   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;      280,84;004001 Consultorio                                       ;002 São José
00065 Convênio Médico                                   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;    1.484,90;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00065 Convênio Médico                                   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;    2.002,62;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00065 Convênio Médico                                   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;      130,85;000015 Procedimento Cirurgicos                           ;001 Taubaté
00065 Convênio Médico                                   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;    1.521,88;001001 Laboratorio Hemo                                  ;001 Taubaté
00065 Convênio Médico                                   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;   19.394,69;002001 Hemodialise                                       ;001 Taubaté
00065 Convênio Médico                                   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;    3.521,65;003001 Administracao                                     ;001 Taubaté
00065 Convênio Médico                                   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;20/03/2013;          ;      389,71;004001 Consultorio                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;17162   ;003;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;13/03/2013;10/04/2013;   20.723,57;002001 Hemodialise                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;17163   ;003;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;13/03/2013;10/04/2013;   10.361,79;002001 Hemodialise                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;17164   ;003;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;13/03/2013;10/04/2013;   20.723,57;002001 Hemodialise                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;20250   ;005;661181420006-70      PERENNE EQUIP. E SISTEMAS DE AGUA            ;14/03/2013;22/03/2013;    3.385,79;002001 Hemodialise                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;16720   ;017;00.250.813/0001-30   ECOZON PLUS LTDA                             ;15/03/2013;28/03/2013;    1.015,10;002001 Hemodialise                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;16721   ;017;09.051.083/0001-12   VEXER IND. E COM. DE EQUIPAMENTOS LTDA       ;15/03/2013;28/03/2013;    1.301,98;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;16721   ;017;09.051.083/0001-12   VEXER IND. E COM. DE EQUIPAMENTOS LTDA       ;15/03/2013;28/03/2013;      229,76;000014 U.T.I - Dialise Externa                           ;002 São José
00066 Imob. Maquinas e Equipamentos                     ;16837   ;016;6611040400146        STR COMERCIAL LTDA                           ;15/03/2013;28/03/2013;      943,35;002001 Hemodialise                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;18871   ;010;11146212000106       TCRA DISTRIBUIÇÃO S/A                        ;15/03/2013;28/03/2013;      301,04;002001 Hemodialise                                       ;001 Taubaté
00066 Imob. Maquinas e Equipamentos                     ;17967   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;25/03/2013;10/04/2013;   16.642,53;002001 Hemodialise                                       ;001 Taubaté
00071 Imob. Moveis e Utensilios                         ;21745   ;001;06247783000199       ME GONÇALVES LELIS                           ;29/03/2013;03/04/2013;    2.287,00;002001 Hemodialise                                       ;002 São José
00072 Imob. Software                                    ;16783   ;017;64667512000199       PIXEON MEDICAL SYSTEM COMERC LTDA            ;15/03/2013;28/03/2013;      177,50;001001 Laboratorio Hemo                                  ;001 Taubaté
00072 Imob. Software                                    ;16783   ;017;64667512000199       PIXEON MEDICAL SYSTEM COMERC LTDA            ;15/03/2013;28/03/2013;        7,99;001006 Laboratorio DPA                                   ;001 Taubaté
00072 Imob. Software                                    ;16783   ;017;64667512000199       PIXEON MEDICAL SYSTEM COMERC LTDA            ;15/03/2013;28/03/2013;       46,02;001007 Laboratorio Externo                               ;001 Taubaté
00072 Imob. Software                                    ;20862   ;004;04.069.709/0001-02   BIONEXO DO BRASIL LTDA                       ;26/03/2013;20/03/2013;    2.261,13;003001 Administracao                                     ;001 Taubaté
00073 Imob. Veiculos                                    ;16707   ;017;546                  BANCO FIAT S.A.                              ;14/03/2013;14/03/2013;      214,56;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00073 Imob. Veiculos                                    ;16707   ;017;546                  BANCO FIAT S.A.                              ;14/03/2013;14/03/2013;      286,08;002001 Hemodialise                                       ;001 Taubaté
00073 Imob. Veiculos                                    ;16707   ;017;546                  BANCO FIAT S.A.                              ;14/03/2013;14/03/2013;      214,56;003001 Administracao                                     ;001 Taubaté
00073 Imob. Veiculos                                    ;16708   ;016;546                  BANCO FIAT S.A.                              ;14/03/2013;14/03/2013;      500,64;002001 Hemodialise                                       ;002 São José
